year,origin,destination,route,flight_count,passenger_count,cargo_ton,passengers_per_flight,passenger_growth_rate,flight_growth_rate,cargo_growth_rate,is_japan_route
2022,인천(ICN),자카르타(CGK),인천(ICN)-자카르타(CGK),1420.0,243208.0,26219.0,171.27,231.03,-6.46,-26.55,False
2023,인천(ICN),자카르타(CGK),인천(ICN)-자카르타(CGK),1782.0,419147.0,21320.0,235.21,72.34,25.49,-18.68,False
2024,인천(ICN),자카르타(CGK),인천(ICN)-자카르타(CGK),1958.0,464787.0,26419.0,237.38,10.89,9.88,23.92,False
2025,인천(ICN),자카르타(CGK),인천(ICN)-자카르타(CGK),2070.0,484272.0,28351.0,233.95,4.19,5.72,7.31,False
2021,인천(ICN),잠빌(DMB),인천(ICN)-잠빌(DMB),1.0,0.0,54.0,0.0,,,,False
2023,인천(ICN),장가계(대용)(DYG),인천(ICN)-장가계(대용)(DYG),145.0,17856.0,198.0,123.14,,,,False
2024,인천(ICN),장가계(대용)(DYG),인천(ICN)-장가계(대용)(DYG),533.0,82996.0,917.0,155.71,364.81,267.59,363.13,False
2025,인천(ICN),장가계(대용)(DYG),인천(ICN)-장가계(대용)(DYG),757.0,119549.0,1366.0,157.92,44.04,42.03,48.96,False
2021,인천(ICN),장춘(CGQ),인천(ICN)-장춘(CGQ),104.0,35810.0,1039.0,344.33,,,,False
2022,인천(ICN),장춘(CGQ),인천(ICN)-장춘(CGQ),94.0,22493.0,467.0,239.29,-37.19,-9.62,-55.05,False
2023,인천(ICN),장춘(CGQ),인천(ICN)-장춘(CGQ),961.0,142963.0,2527.0,148.76,535.59,922.34,441.11,False
2024,인천(ICN),장춘(CGQ),인천(ICN)-장춘(CGQ),1244.0,183898.0,2966.0,147.83,28.63,29.45,17.37,False
2025,인천(ICN),장춘(CGQ),인천(ICN)-장춘(CGQ),1640.0,241354.0,3700.0,147.17,31.24,31.83,24.75,False
2021,인천(ICN),정저우(CGO),인천(ICN)-정저우(CGO),730.0,0.0,11642.0,0.0,,,,False
2022,인천(ICN),정저우(CGO),인천(ICN)-정저우(CGO),783.0,0.0,13192.0,0.0,,7.26,13.31,False
2023,인천(ICN),정저우(CGO),인천(ICN)-정저우(CGO),720.0,10812.0,16205.0,15.02,inf,-8.05,22.84,False
2024,인천(ICN),정저우(CGO),인천(ICN)-정저우(CGO),1389.0,85517.0,20036.0,61.57,690.95,92.92,23.64,False
2025,인천(ICN),정저우(CGO),인천(ICN)-정저우(CGO),1819.0,156212.0,20842.0,85.88,82.67,30.96,4.02,False
2022,인천(ICN),제다(JED),인천(ICN)-제다(JED),120.0,3105.0,415.0,25.88,,,,False
2023,인천(ICN),제다(JED),인천(ICN)-제다(JED),232.0,27366.0,1753.0,117.96,781.35,93.33,322.41,False
2024,인천(ICN),제다(JED),인천(ICN)-제다(JED),28.0,2118.0,196.0,75.64,-92.26,-87.93,-88.82,False
2022,인천(ICN),제슈프(RZE),인천(ICN)-제슈프(RZE),2.0,0.0,55.0,0.0,,,,False
2024,인천(ICN),제슈프(RZE),인천(ICN)-제슈프(RZE),0.0,0.0,0.0,0.0,,-100.0,-100.0,False
2021,인천(ICN),제주(CJU),인천(ICN)-제주(CJU),12.0,581.0,2.0,48.42,,,,False
2022,인천(ICN),제주(CJU),인천(ICN)-제주(CJU),0.0,0.0,0.0,0.0,-100.0,-100.0,-100.0,False
2023,인천(ICN),제주(CJU),인천(ICN)-제주(CJU),0.0,0.0,0.0,0.0,,,,False
2024,인천(ICN),제주(CJU),인천(ICN)-제주(CJU),0.0,0.0,0.0,0.0,,,,False
2022,인천(ICN),조호바루(JHB),인천(ICN)-조호바루(JHB),1.0,0.0,0.0,0.0,,,,False
2025,인천(ICN),주바(JUB),인천(ICN)-주바(JUB),2.0,254.0,6.0,127.0,,,,False
2021,인천(ICN),주콥스키(ZIA),인천(ICN)-주콥스키(ZIA),1.0,0.0,0.0,0.0,,,,False
2021,인천(ICN),지난(TNA),인천(ICN)-지난(TNA),107.0,10247.0,191.0,95.77,,,,False
2022,인천(ICN),지난(TNA),인천(ICN)-지난(TNA),60.0,6670.0,177.0,111.17,-34.91,-43.93,-7.33,False
2023,인천(ICN),지난(TNA),인천(ICN)-지난(TNA),796.0,78805.0,1271.0,99.0,1081.48,1226.67,618.08,False
2024,인천(ICN),지난(TNA),인천(ICN)-지난(TNA),1561.0,202181.0,3547.0,129.52,156.56,96.11,179.07,False
2025,인천(ICN),지난(TNA),인천(ICN)-지난(TNA),2333.0,280382.0,8744.0,120.18,38.68,49.46,146.52,False
2022,인천(ICN),지부티(JIB),인천(ICN)-지부티(JIB),0.0,0.0,0.0,0.0,,,,False
2021,인천(ICN),창사(CSX),인천(ICN)-창사(CSX),0.0,0.0,0.0,0.0,,,,False
2022,인천(ICN),창사(CSX),인천(ICN)-창사(CSX),0.0,0.0,0.0,0.0,,,,False
2023,인천(ICN),창사(CSX),인천(ICN)-창사(CSX),576.0,87118.0,1843.0,151.25,inf,inf,inf,False
2024,인천(ICN),창사(CSX),인천(ICN)-창사(CSX),1163.0,174573.0,3379.0,150.11,100.39,101.91,83.34,False
2025,인천(ICN),창사(CSX),인천(ICN)-창사(CSX),1080.0,150492.0,2481.0,139.34,-13.79,-7.14,-26.58,False
2021,인천(ICN),천진(TSN),인천(ICN)-천진(TSN),1400.0,16140.0,70283.0,11.53,,,,False
2022,인천(ICN),천진(TSN),인천(ICN)-천진(TSN),1258.0,13740.0,60695.0,10.92,-14.87,-10.14,-13.64,False
2023,인천(ICN),천진(TSN),인천(ICN)-천진(TSN),2287.0,151329.0,48116.0,66.17,1001.38,81.8,-20.72,False
2024,인천(ICN),천진(TSN),인천(ICN)-천진(TSN),3024.0,259224.0,40136.0,85.72,71.3,32.23,-16.58,False
2025,인천(ICN),천진(TSN),인천(ICN)-천진(TSN),3559.0,350244.0,40651.0,98.41,35.11,17.69,1.28,False
2021,인천(ICN),청도(TAO),인천(ICN)-청도(TAO),1718.0,46216.0,15579.0,26.9,,,,False
2022,인천(ICN),청도(TAO),인천(ICN)-청도(TAO),1479.0,59950.0,14345.0,40.53,29.72,-13.91,-7.92,False
2023,인천(ICN),청도(TAO),인천(ICN)-청도(TAO),7211.0,731304.0,27788.0,101.42,1119.86,387.56,93.71,False
2024,인천(ICN),청도(TAO),인천(ICN)-청도(TAO),10717.0,1378204.0,35278.0,128.6,88.46,48.62,26.95,False
2025,인천(ICN),청도(TAO),인천(ICN)-청도(TAO),11051.0,1553933.0,38365.0,140.61,12.75,3.12,8.75,False
2021,인천(ICN),청두(CTU),인천(ICN)-청두(CTU),482.0,11635.0,4655.0,24.14,,,,False
2022,인천(ICN),청두(CTU),인천(ICN)-청두(CTU),572.0,3290.0,5787.0,5.75,-71.72,18.67,24.32,False
2023,인천(ICN),청두(CTU),인천(ICN)-청두(CTU),368.0,3200.0,3358.0,8.7,-2.74,-35.66,-41.97,False
2024,인천(ICN),청두(CTU),인천(ICN)-청두(CTU),321.0,0.0,3159.0,0.0,-100.0,-12.77,-5.93,False
2025,인천(ICN),청두(CTU),인천(ICN)-청두(CTU),334.0,0.0,3738.0,0.0,,4.05,18.33,False
2021,인천(ICN),첸나이(MAA),인천(ICN)-첸나이(MAA),94.0,5591.0,964.0,59.48,,,,False
2022,인천(ICN),첸나이(MAA),인천(ICN)-첸나이(MAA),8.0,616.0,144.0,77.0,-88.98,-91.49,-85.06,False
2023,인천(ICN),첸나이(MAA),인천(ICN)-첸나이(MAA),2.0,0.0,85.0,0.0,-100.0,-75.0,-40.97,False
2024,인천(ICN),첸나이(MAA),인천(ICN)-첸나이(MAA),0.0,0.0,0.0,0.0,,-100.0,-100.0,False
2021,인천(ICN),총킹(중경)(CKG),인천(ICN)-총킹(중경)(CKG),254.0,0.0,5548.0,0.0,,,,False
2022,인천(ICN),총킹(중경)(CKG),인천(ICN)-총킹(중경)(CKG),201.0,1250.0,4486.0,6.22,inf,-20.87,-19.14,False
2023,인천(ICN),총킹(중경)(CKG),인천(ICN)-총킹(중경)(CKG),513.0,30413.0,2615.0,59.28,2333.04,155.22,-41.71,False
2024,인천(ICN),총킹(중경)(CKG),인천(ICN)-총킹(중경)(CKG),932.0,84601.0,3873.0,90.77,178.17,81.68,48.11,False
2025,인천(ICN),총킹(중경)(CKG),인천(ICN)-총킹(중경)(CKG),1000.0,113216.0,3082.0,113.22,33.82,7.3,-20.42,False
2024,인천(ICN),충하이보아오(BAR),인천(ICN)-충하이보아오(BAR),2.0,76.0,1.0,38.0,,,,False
2025,인천(ICN),충하이보아오(BAR),인천(ICN)-충하이보아오(BAR),8.0,472.0,5.0,59.0,521.05,300.0,400.0,False
2021,인천(ICN),취리히(ZRH),인천(ICN)-취리히(ZRH),154.0,0.0,5393.0,0.0,,,,False
2022,인천(ICN),취리히(ZRH),인천(ICN)-취리히(ZRH),104.0,0.0,3980.0,0.0,,-32.47,-26.2,False
2023,인천(ICN),취리히(ZRH),인천(ICN)-취리히(ZRH),280.0,48913.0,5267.0,174.69,inf,169.23,32.34,False
2024,인천(ICN),취리히(ZRH),인천(ICN)-취리히(ZRH),426.0,75594.0,8942.0,177.45,54.55,52.14,69.77,False
2025,인천(ICN),취리히(ZRH),인천(ICN)-취리히(ZRH),480.0,86304.0,9145.0,179.8,14.17,12.68,2.27,False
2021,인천(ICN),치앙마이(CNX),인천(ICN)-치앙마이(CNX),10.0,877.0,22.0,87.7,,,,False
2022,인천(ICN),치앙마이(CNX),인천(ICN)-치앙마이(CNX),320.0,52612.0,854.0,164.41,5899.09,3100.0,3781.82,False
2023,인천(ICN),치앙마이(CNX),인천(ICN)-치앙마이(CNX),1987.0,356605.0,5357.0,179.47,577.8,520.94,527.28,False
2024,인천(ICN),치앙마이(CNX),인천(ICN)-치앙마이(CNX),3210.0,584561.0,8898.0,182.11,63.92,61.55,66.1,False
2025,인천(ICN),치앙마이(CNX),인천(ICN)-치앙마이(CNX),3034.0,546651.0,8647.0,180.18,-6.49,-5.48,-2.82,False
2021,인천(ICN),카고시마(KOJ),인천(ICN)-카고시마(KOJ),0.0,0.0,5.0,0.0,,,,False
2022,인천(ICN),카고시마(KOJ),인천(ICN)-카고시마(KOJ),0.0,0.0,0.0,0.0,,,-100.0,False
2023,인천(ICN),카고시마(KOJ),인천(ICN)-카고시마(KOJ),151.0,21235.0,370.0,140.63,inf,inf,inf,False
2024,인천(ICN),카고시마(KOJ),인천(ICN)-카고시마(KOJ),552.0,75362.0,1168.0,136.53,254.9,265.56,215.68,False
2025,인천(ICN),카고시마(KOJ),인천(ICN)-카고시마(KOJ),1004.0,146516.0,2003.0,145.93,94.42,81.88,71.49,False
2021,인천(ICN),카라간다(KGF),인천(ICN)-카라간다(KGF),36.0,0.0,1444.0,0.0,,,,False
2023,인천(ICN),카라간다(KGF),인천(ICN)-카라간다(KGF),0.0,0.0,0.0,0.0,,-100.0,-100.0,False
2024,인천(ICN),카라간다(KGF),인천(ICN)-카라간다(KGF),0.0,0.0,0.0,0.0,,,,False
2025,인천(ICN),카라간다(KGF),인천(ICN)-카라간다(KGF),0.0,0.0,0.0,0.0,,,,False
2022,인천(ICN),카라치(KHI),인천(ICN)-카라치(KHI),1.0,0.0,0.0,0.0,,,,False
2023,인천(ICN),카오슝(KHH),인천(ICN)-카오슝(KHH),1518.0,233341.0,3399.0,153.72,,,,False
2024,인천(ICN),카오슝(KHH),인천(ICN)-카오슝(KHH),1990.0,316603.0,4658.0,159.1,35.68,31.09,37.04,False
2025,인천(ICN),카오슝(KHH),인천(ICN)-카오슝(KHH),2315.0,413201.0,7272.0,178.49,30.51,16.33,56.12,False
2021,인천(ICN),카이로(CAI),인천(ICN)-카이로(CAI),1.0,90.0,8.0,90.0,,,,False
2022,인천(ICN),카이로(CAI),인천(ICN)-카이로(CAI),0.0,0.0,0.0,0.0,-100.0,-100.0,-100.0,False
2023,인천(ICN),카이로(CAI),인천(ICN)-카이로(CAI),29.0,6793.0,118.0,234.24,inf,inf,inf,False
2024,인천(ICN),카이로(CAI),인천(ICN)-카이로(CAI),37.0,8540.0,249.0,230.81,25.72,27.59,111.02,False
2025,인천(ICN),카이로(CAI),인천(ICN)-카이로(CAI),51.0,14097.0,330.0,276.41,65.07,37.84,32.53,False
2021,인천(ICN),카잔(KZN),인천(ICN)-카잔(KZN),0.0,0.0,0.0,0.0,,,,False
2021,인천(ICN),카투만두(KTM),인천(ICN)-카투만두(KTM),39.0,3959.0,349.0,101.51,,,,False
2022,인천(ICN),카투만두(KTM),인천(ICN)-카투만두(KTM),194.0,33218.0,1547.0,171.23,739.05,397.44,343.27,False
2023,인천(ICN),카투만두(KTM),인천(ICN)-카투만두(KTM),420.0,83705.0,3563.0,199.3,151.99,116.49,130.32,False
2024,인천(ICN),카투만두(KTM),인천(ICN)-카투만두(KTM),360.0,74263.0,3407.0,206.29,-11.28,-14.29,-4.38,False
2025,인천(ICN),카투만두(KTM),인천(ICN)-카투만두(KTM),228.0,48318.0,2486.0,211.92,-34.94,-36.67,-27.03,False
2022,인천(ICN),카툼(KRT),인천(ICN)-카툼(KRT),1.0,0.0,25.0,0.0,,,,False
2022,인천(ICN),칼리보(KLO),인천(ICN)-칼리보(KLO),637.0,97547.0,976.0,153.14,,,,False
2023,인천(ICN),칼리보(KLO),인천(ICN)-칼리보(KLO),2100.0,344089.0,3469.0,163.85,252.74,229.67,255.43,False
2024,인천(ICN),칼리보(KLO),인천(ICN)-칼리보(KLO),1689.0,291072.0,2954.0,172.33,-15.41,-19.57,-14.85,False
2025,인천(ICN),칼리보(KLO),인천(ICN)-칼리보(KLO),1010.0,173614.0,1811.0,171.9,-40.35,-40.2,-38.69,False
2025,인천(ICN),캐언스(CNS),인천(ICN)-캐언스(CNS),22.0,4780.0,92.0,217.27,,,,False
2021,인천(ICN),캘거리(YYC),인천(ICN)-캘거리(YYC),0.0,0.0,0.0,0.0,,,,False
2022,인천(ICN),캘거리(YYC),인천(ICN)-캘거리(YYC),19.0,0.0,191.0,0.0,,inf,inf,False
2024,인천(ICN),캘거리(YYC),인천(ICN)-캘거리(YYC),145.0,44252.0,1899.0,305.19,inf,663.16,894.24,False
2025,인천(ICN),캘거리(YYC),인천(ICN)-캘거리(YYC),322.0,98163.0,3989.0,304.85,121.83,122.07,110.06,False
2023,인천(ICN),코로르(ROR),인천(ICN)-코로르(ROR),16.0,844.0,16.0,52.75,,,,False
2024,인천(ICN),코로르(ROR),인천(ICN)-코로르(ROR),1.0,0.0,0.0,0.0,-100.0,-93.75,-100.0,False
2022,인천(ICN),코타키나발루(BKI),인천(ICN)-코타키나발루(BKI),750.0,110902.0,1217.0,147.87,,,,False
2023,인천(ICN),코타키나발루(BKI),인천(ICN)-코타키나발루(BKI),2408.0,427922.0,4598.0,177.71,285.86,221.07,277.81,False
2024,인천(ICN),코타키나발루(BKI),인천(ICN)-코타키나발루(BKI),3056.0,526812.0,5446.0,172.39,23.11,26.91,18.44,False
2025,인천(ICN),코타키나발루(BKI),인천(ICN)-코타키나발루(BKI),2769.0,419820.0,4431.0,151.61,-20.31,-9.39,-18.64,False
2021,인천(ICN),코펜하겐(CPH),인천(ICN)-코펜하겐(CPH),5.0,0.0,104.0,0.0,,,,False
2025,인천(ICN),코펜하겐(CPH),인천(ICN)-코펜하겐(CPH),106.0,26345.0,1490.0,248.54,inf,2020.0,1332.69,False
2021,인천(ICN),콜롬보(CMB),인천(ICN)-콜롬보(CMB),106.0,6131.0,1419.0,57.84,,,,False
2022,인천(ICN),콜롬보(CMB),인천(ICN)-콜롬보(CMB),128.0,23866.0,1854.0,186.45,289.27,20.75,30.66,False
2023,인천(ICN),콜롬보(CMB),인천(ICN)-콜롬보(CMB),210.0,40331.0,2805.0,192.05,68.99,64.06,51.29,False
2024,인천(ICN),콜롬보(CMB),인천(ICN)-콜롬보(CMB),215.0,39288.0,3508.0,182.73,-2.59,2.38,25.06,False
2025,인천(ICN),콜롬보(CMB),인천(ICN)-콜롬보(CMB),215.0,45665.0,3506.0,212.4,16.23,0.0,-0.06,False
2021,인천(ICN),콜카타(CCU),인천(ICN)-콜카타(CCU),70.0,0.0,387.0,0.0,,,,False
2022,인천(ICN),콜카타(CCU),인천(ICN)-콜카타(CCU),0.0,0.0,0.0,0.0,,-100.0,-100.0,False
2021,인천(ICN),쿠알라룸푸르(KUL),인천(ICN)-쿠알라룸푸르(KUL),1833.0,16053.0,40567.0,8.76,,,,False
2022,인천(ICN),쿠알라룸푸르(KUL),인천(ICN)-쿠알라룸푸르(KUL),1912.0,224822.0,38853.0,117.58,1300.5,4.31,-4.23,False
2023,인천(ICN),쿠알라룸푸르(KUL),인천(ICN)-쿠알라룸푸르(KUL),3046.0,634540.0,37119.0,208.32,182.24,59.31,-4.46,False
2024,인천(ICN),쿠알라룸푸르(KUL),인천(ICN)-쿠알라룸푸르(KUL),3395.0,763778.0,38849.0,224.97,20.37,11.46,4.66,False
2025,인천(ICN),쿠알라룸푸르(KUL),인천(ICN)-쿠알라룸푸르(KUL),3691.0,817541.0,44985.0,221.5,7.04,8.72,15.79,False
2023,인천(ICN),쿠칭(KCH),인천(ICN)-쿠칭(KCH),0.0,0.0,25.0,0.0,,,,False
2024,인천(ICN),쿠칭(KCH),인천(ICN)-쿠칭(KCH),1.0,0.0,158.0,0.0,,inf,532.0,False
2023,인천(ICN),쿤밍(KMG),인천(ICN)-쿤밍(KMG),112.0,11118.0,223.0,99.27,,,,False
2024,인천(ICN),쿤밍(KMG),인천(ICN)-쿤밍(KMG),375.0,40427.0,627.0,107.81,263.62,234.82,181.17,False
2025,인천(ICN),쿤밍(KMG),인천(ICN)-쿤밍(KMG),794.0,94781.0,1503.0,119.37,134.45,111.73,139.71,False
2023,인천(ICN),퀴백(YQB),인천(ICN)-퀴백(YQB),7.0,1485.0,27.0,212.14,,,,False
2021,인천(ICN),퀼른(CGN),인천(ICN)-퀼른(CGN),60.0,0.0,3775.0,0.0,,,,False
2022,인천(ICN),퀼른(CGN),인천(ICN)-퀼른(CGN),5.0,0.0,5846.0,0.0,,-91.67,54.86,False
2023,인천(ICN),퀼른(CGN),인천(ICN)-퀼른(CGN),2.0,0.0,3380.0,0.0,,-60.0,-42.18,False
2024,인천(ICN),퀼른(CGN),인천(ICN)-퀼른(CGN),1.0,0.0,2701.0,0.0,,-50.0,-20.09,False
2025,인천(ICN),퀼른(CGN),인천(ICN)-퀼른(CGN),0.0,0.0,308.0,0.0,,-100.0,-88.6,False
2021,인천(ICN),크라스노얄스크(KJA),인천(ICN)-크라스노얄스크(KJA),35.0,0.0,1632.0,0.0,,,,False
2022,인천(ICN),크라스노얄스크(KJA),인천(ICN)-크라스노얄스크(KJA),15.0,0.0,563.0,0.0,,-57.14,-65.5,False
2021,인천(ICN),크라이니(BXY),인천(ICN)-크라이니(BXY),1.0,0.0,42.0,0.0,,,,False
2021,인천(ICN),클라크 필드(CRK),인천(ICN)-클라크 필드(CRK),31.0,1462.0,1250.0,47.16,,,,False
2022,인천(ICN),클라크 필드(CRK),인천(ICN)-클라크 필드(CRK),1081.0,157429.0,4030.0,145.63,10668.06,3387.1,222.4,False
2023,인천(ICN),클라크 필드(CRK),인천(ICN)-클라크 필드(CRK),2586.0,384554.0,5784.0,148.71,144.27,139.22,43.52,False
2024,인천(ICN),클라크 필드(CRK),인천(ICN)-클라크 필드(CRK),2055.0,333274.0,4961.0,162.18,-13.33,-20.53,-14.23,False
2025,인천(ICN),클라크 필드(CRK),인천(ICN)-클라크 필드(CRK),2208.0,328217.0,5193.0,148.65,-1.52,7.45,4.68,False
2021,인천(ICN),키타큐슈(KKJ),인천(ICN)-키타큐슈(KKJ),322.0,0.0,17628.0,0.0,,,,False
2022,인천(ICN),키타큐슈(KKJ),인천(ICN)-키타큐슈(KKJ),376.0,0.0,15060.0,0.0,,16.77,-14.57,False
2023,인천(ICN),키타큐슈(KKJ),인천(ICN)-키타큐슈(KKJ),730.0,65894.0,8751.0,90.27,inf,94.15,-41.89,False
2024,인천(ICN),키타큐슈(KKJ),인천(ICN)-키타큐슈(KKJ),874.0,117593.0,7072.0,134.55,78.46,19.73,-19.19,False
2025,인천(ICN),키타큐슈(KKJ),인천(ICN)-키타큐슈(KKJ),817.0,111778.0,6972.0,136.82,-4.95,-6.52,-1.41,False
2023,인천(ICN),킨샤사-은질리(FIH),인천(ICN)-킨샤사-은질리(FIH),6.0,0.0,566.0,0.0,,,,False
2024,인천(ICN),킬린포트후드(GRK),인천(ICN)-킬린포트후드(GRK),1.0,251.0,14.0,251.0,,,,False
2021,인천(ICN),타쉬켄트(TAS),인천(ICN)-타쉬켄트(TAS),658.0,46368.0,8450.0,70.47,,,,False
2022,인천(ICN),타쉬켄트(TAS),인천(ICN)-타쉬켄트(TAS),1136.0,156679.0,15380.0,137.92,237.9,72.64,82.01,False
2023,인천(ICN),타쉬켄트(TAS),인천(ICN)-타쉬켄트(TAS),1483.0,279921.0,14453.0,188.75,78.66,30.55,-6.03,False
2024,인천(ICN),타쉬켄트(TAS),인천(ICN)-타쉬켄트(TAS),1321.0,277872.0,12479.0,210.35,-0.73,-10.92,-13.66,False
2025,인천(ICN),타쉬켄트(TAS),인천(ICN)-타쉬켄트(TAS),1608.0,316845.0,12258.0,197.04,14.03,21.73,-1.77,False
2022,인천(ICN),타이유안(TYN),인천(ICN)-타이유안(TYN),1.0,36.0,1.0,36.0,,,,False
2024,인천(ICN),타이유안(TYN),인천(ICN)-타이유안(TYN),38.0,3558.0,36.0,93.63,9783.33,3700.0,3500.0,False
2025,인천(ICN),타이유안(TYN),인천(ICN)-타이유안(TYN),44.0,4609.0,50.0,104.75,29.54,15.79,38.89,False
2021,인천(ICN),타이페이(TPE),인천(ICN)-타이페이(TPE),4194.0,24353.0,68391.0,5.81,,,,False
2022,인천(ICN),타이페이(TPE),인천(ICN)-타이페이(TPE),5723.0,247473.0,78983.0,43.24,916.19,36.46,15.49,False
2023,인천(ICN),타이페이(TPE),인천(ICN)-타이페이(TPE),8191.0,2000049.0,77420.0,244.18,708.19,43.12,-1.98,False
2024,인천(ICN),타이페이(TPE),인천(ICN)-타이페이(TPE),8620.0,2308304.0,78795.0,267.78,15.41,5.24,1.78,False
2025,인천(ICN),타이페이(TPE),인천(ICN)-타이페이(TPE),8754.0,2445848.0,94468.0,279.4,5.96,1.55,19.89,False
2022,인천(ICN),타크빌라란(TAG),인천(ICN)-타크빌라란(TAG),362.0,53707.0,614.0,148.36,,,,False
2023,인천(ICN),타크빌라란(TAG),인천(ICN)-타크빌라란(TAG),1906.0,319150.0,3330.0,167.44,494.24,426.52,442.35,False
2024,인천(ICN),타크빌라란(TAG),인천(ICN)-타크빌라란(TAG),3146.0,538902.0,5498.0,171.3,68.86,65.06,65.11,False
2025,인천(ICN),타크빌라란(TAG),인천(ICN)-타크빌라란(TAG),2727.0,432572.0,4468.0,158.63,-19.73,-13.32,-18.73,False
2025,인천(ICN),테초 국제공항(KTI),인천(ICN)-테초 국제공항(KTI),547.0,90139.0,3566.0,164.79,,,,False
2021,인천(ICN),테헤란(IKA),인천(ICN)-테헤란(IKA),1.0,52.0,2.0,52.0,,,,False
2023,인천(ICN),텐푸(TFU),인천(ICN)-텐푸(TFU),955.0,99944.0,2014.0,104.65,,,,False
2024,인천(ICN),텐푸(TFU),인천(ICN)-텐푸(TFU),1232.0,165027.0,2564.0,133.95,65.12,29.01,27.31,False
2025,인천(ICN),텐푸(TFU),인천(ICN)-텐푸(TFU),1406.0,199367.0,2995.0,141.8,20.81,14.12,16.81,False
2021,인천(ICN),텔아비브(TLV),인천(ICN)-텔아비브(TLV),11.0,0.0,406.0,0.0,,,,False
2022,인천(ICN),텔아비브(TLV),인천(ICN)-텔아비브(TLV),10.0,711.0,74.0,71.1,inf,-9.09,-81.77,False
2023,인천(ICN),텔아비브(TLV),인천(ICN)-텔아비브(TLV),240.0,40759.0,1751.0,169.83,5632.63,2300.0,2266.22,False
2024,인천(ICN),텔아비브(TLV),인천(ICN)-텔아비브(TLV),1.0,0.0,0.0,0.0,-100.0,-99.58,-100.0,False
2021,인천(ICN),토론토(YYZ),인천(ICN)-토론토(YYZ),1179.0,54730.0,20728.0,46.42,,,,False
2022,인천(ICN),토론토(YYZ),인천(ICN)-토론토(YYZ),1454.0,205853.0,24480.0,141.58,276.12,23.32,18.1,False
2023,인천(ICN),토론토(YYZ),인천(ICN)-토론토(YYZ),1416.0,344181.0,30217.0,243.07,67.2,-2.61,23.44,False
2024,인천(ICN),토론토(YYZ),인천(ICN)-토론토(YYZ),1669.0,389294.0,34930.0,233.25,13.11,17.87,15.6,False
2025,인천(ICN),토론토(YYZ),인천(ICN)-토론토(YYZ),1668.0,368545.0,36274.0,220.95,-5.33,-0.06,3.85,False
2024,인천(ICN),토쿠멘(PTY),인천(ICN)-토쿠멘(PTY),1.0,0.0,7.0,0.0,,,,False
2022,인천(ICN),투르크 메나 바트(CRZ),인천(ICN)-투르크 메나 바트(CRZ),0.0,0.0,0.0,0.0,,,,False
2025,인천(ICN),투르크 메나 바트(CRZ),인천(ICN)-투르크 메나 바트(CRZ),0.0,0.0,0.0,0.0,,,,False
2024,인천(ICN),퉁치(TXN),인천(ICN)-퉁치(TXN),26.0,3224.0,35.0,124.0,,,,False
2025,인천(ICN),퉁치(TXN),인천(ICN)-퉁치(TXN),66.0,9366.0,99.0,141.91,190.51,153.85,182.86,False
2021,인천(ICN),트라비스(SUU),인천(ICN)-트라비스(SUU),10.0,0.0,0.0,0.0,,,,False
2024,인천(ICN),트라비스(SUU),인천(ICN)-트라비스(SUU),1.0,0.0,0.0,0.0,,-90.0,,False
2021,인천(ICN),트루크멘바시(KRW),인천(ICN)-트루크멘바시(KRW),0.0,0.0,0.0,0.0,,,,False
2022,인천(ICN),트루크멘바시(KRW),인천(ICN)-트루크멘바시(KRW),0.0,0.0,0.0,0.0,,,,False
2023,인천(ICN),트루크멘바시(KRW),인천(ICN)-트루크멘바시(KRW),0.0,0.0,0.0,0.0,,,,False
2023,인천(ICN),트빌리시(TBS),인천(ICN)-트빌리시(TBS),1.0,0.0,0.0,0.0,,,,False
2024,인천(ICN),트빌리시(TBS),인천(ICN)-트빌리시(TBS),5.0,1077.0,26.0,215.4,inf,400.0,inf,False
2025,인천(ICN),트빌리시(TBS),인천(ICN)-트빌리시(TBS),8.0,2233.0,38.0,279.12,107.34,60.0,46.15,False
2022,인천(ICN),티우멘(TJM),인천(ICN)-티우멘(TJM),1.0,0.0,0.0,0.0,,,,False
2021,인천(ICN),파리 르부아르(LBG),인천(ICN)-파리 르부아르(LBG),2.0,4.0,0.0,2.0,,,,False
2021,인천(ICN),파리 샤를드골(CDG),인천(ICN)-파리 샤를드골(CDG),653.0,53540.0,18639.0,81.99,,,,False
2022,인천(ICN),파리 샤를드골(CDG),인천(ICN)-파리 샤를드골(CDG),1264.0,317602.0,26672.0,251.27,493.21,93.57,43.1,False
2023,인천(ICN),파리 샤를드골(CDG),인천(ICN)-파리 샤를드골(CDG),2040.0,597438.0,36524.0,292.86,88.11,61.39,36.94,False
2024,인천(ICN),파리 샤를드골(CDG),인천(ICN)-파리 샤를드골(CDG),2194.0,619186.0,39034.0,282.22,3.64,7.55,6.87,False
2025,인천(ICN),파리 샤를드골(CDG),인천(ICN)-파리 샤를드골(CDG),2382.0,599172.0,43288.0,251.54,-3.23,8.57,10.9,False
2024,인천(ICN),팍세(PKZ),인천(ICN)-팍세(PKZ),6.0,441.0,5.0,73.5,,,,False
2022,인천(ICN),퍼스(PER),인천(ICN)-퍼스(PER),4.0,0.0,180.0,0.0,,,,False
2021,인천(ICN),페낭(PEN),인천(ICN)-페낭(PEN),1058.0,0.0,35083.0,0.0,,,,False
